Round,Overall,Player,Team,Year,Pos,School
34,1033,Josh Shapiro, Brewers,2019,LHP,Marshall
34,1033,Spencer Schwellenbach, Guardians,2018,RHP,Saginaw Heritage HS
34,1034,Kumar Nambiar, Athletics,2019,LHP,Yale
34,1034,Austin Drury, Dodgers,2018,LHP,University of North Florida
35,1035,Chavez Fernander, Tigers,2018,RHP,Polk State College
34,1035,Joey Lancellotti, Yankees,2019,RHP,North Carolina
35,1036,Chris Roberts, Giants,2018,RHP,San Jacinto College North
34,1036,AJ Lee, Astros,2019,SS,Maryland
35,1037,Austin Ross, Phillies,2018,RHP,Radford
34,1037,Ryan Berardino, Red Sox,2019,1B,Bentley
35,1038,Justin Miknis, Orioles,2019,C,Dubois Central Christian HS
35,1038,Jason Morgan, White Sox,2018,RHP,North Carolina
35,1039,Jonah Dipoto, Royals,2019,RHP,UC San Diego
35,1039,Max Dineen, Reds,2018,OF,Pennsville HS
35,1040,Logan Britt, White Sox,2019,OF,Colleyville Heritage HS
35,1040,Ian Mejia, Mets,2018,RHP,Sahuarita HS
35,1041,Torin Montgomery, Marlins,2019,1B,Lake Washington Sr HS
35,1041,Jake Pfennigs, Padres,2018,RHP,Post Falls HS
35,1042,Robert Klinchock, Tigers,2019,LHP,Shenandoah University
35,1042,Logan Brown, Braves,2018,C,University of Southern Indiana
35,1043,Brandon White, Athletics,2018,RHP,Simsbury HS
35,1043,Keegan Collett, Padres,2019,RHP,Florida Gulf Coast University
35,1044,Tanner Cooper, Reds,2019,RHP,Finger Lakes CC
35,1044,Justin Harrer, Pirates,2018,OF,Washington State
35,1045,Leon Hunter Jr., Rangers,2019,RHP,North Carolina A&T
35,1045,Conor Grammes, Orioles,2018,RHP,Xavier
35,1046,Brooks Lee, Giants,2019,SS,San Luis Obispo Senior HS
35,1046,Damiano Palmegiani, Blue Jays,2018,3B,Vauxhall HS
35,1047,Jackson Rose, Marlins,2018,RHP,Minnesota
35,1047,Connor Phillips, Blue Jays,2019,RHP,Magnolia West HS
35,1048,Will Gambino, Mariners,2018,RHP,Paul VI HS
35,1048,Daniel Maldonado, Mets,2019,OF,Carlos Beltran Baseball Academy
35,1049,Drew Gilbert, Twins,2019,OF,Stillwater Area HS
35,1049,Tyler Depreta-Johnson, Rangers,2018,IF,Houston Baptist
35,1050,Michael Prosecky, Phillies,2019,LHP,Nazareth Academy
35,1050,B.J. Myers, Rays,2018,RHP,West Virginia
35,1051,Vincent Bianchi, Angels,2019,RHP,Red Bank Catholic HS
35,1051,Tim Millard, Angels,2018,3B,Dallas Baptist
35,1052,Kody Hoese, Royals,2018,3B,Tulane
35,1052,Ramsey David, D-backs,2019,RHP,Buford HS
35,1053,Liam Sabino, Cardinals,2018,3B,Pittsburgh
35,1053,Bryce Osmond, Nationals,2019,RHP,Jenks HS
35,1054,Deion Walker, Pirates,2019,OF,Hillgrove HS
35,1054,Tanner Howell, Twins,2018,RHP,Dixie State
35,1055,Logan Hofmann, Cardinals,2019,RHP,Colby CC
35,1055,Josh Watson, Brewers,2018,OF,TCU
35,1056,Dominic Tamez, Mariners,2019,C,Lady Bird Johnson HS
35,1056,Sean Mullen, Rockies,2018,RHP,Stockdale HS
35,1057,Austin Wells, Yankees,2018,C,Bishop Gorman HS
35,1057,Anthony Hall, Braves,2019,OF,Point Loma HS
35,1058,Mitchell Walters, Rays,2019,RHP,Wichita State
35,1058,Edmond Americaan, Cubs,2018,OF,Chipola College
35,1059,Alex King, D-backs,2018,SS,St. Louis University
35,1059,Cade Hunter, Rockies,2019,C,Lenape HS
35,1060,Jermiah Boyd, Red Sox,2018,C,Hickory Ridge HS
35,1060,Randy Labaut, Guardians,2019,LHP,Arizona
35,1061,Justin Washington, Dodgers,2019,OF,Savannah State University
35,1061,Alex Binelas, Nationals,2018,3B,Oak Creek HS
35,1062,Hunter Patteson, Cubs,2019,LHP,Vero Beach Senior HS
35,1062,A.J. Bregman, Astros,2018,LHP,Albuquerque Academy
35,1063,Odrick Pitre, Brewers,2019,SS,Alvin CC
35,1063,Casey Legumina, Guardians,2018,RHP,Gonzaga
35,1064,Zach Rafuse, Athletics,2019,RHP,USC Aiken
35,1064,Tyler Reichenborn, Dodgers,2018,OF,Iowa Western CC
36,1065,Yaya Chentouf, Tigers,2018,RHP,Pittsburgh
35,1065,Nate Espelin, Yankees,2019,LHP,The Winchendon School
36,1066,Bryan Hoeing, Giants,2018,RHP,Louisville
35,1066,James Nix, Astros,2019,OF,Central Florida
36,1067,Trent Bowles, Phillies,2018,OF,University of Texas - San Antonio
35,1067,Chris Mauloni, Red Sox,2019,RHP,Jacksonville University
36,1068,Trevor Kehe, Orioles,2019,OF,Colorado School of Mines
36,1068,Adrian Del Castillo, White Sox,2018,C,Gulliver Prep School
36,1069,Andy Martin, Royals,2019,OF,Hialeah Senior HS
36,1069,Zaid Walker, Reds,2018,OF,Homewood Flossmoor HS
36,1070,Declan Cronin, White Sox,2019,RHP,Holy Cross
36,1070,Denzel Clarke, Mets,2018,OF,Everest Academy
36,1071,Julian Infante, Marlins,2019,1B,Vanderbilt
36,1071,William Freeman, Padres,2018,RHP,Jones County JC
36,1072,Pavin Parks, Tigers,2019,3B,Kent State
36,1072,Victor Cavalieri, Braves,2018,LHP,Houghton Col
36,1073,Chad Bryant, Athletics,2018,RHP,Pensacola State College
36,1073,Isaiah Bennett, Padres,2019,RHP,Pine Forest HS
36,1074,EJ Andrews Jr., Pirates,2018,OF,Long Beach Poly HS
36,1074,Alexander Johnson, Reds,2019,RHP,McKinley HS
36,1075,Matt Beaird, Orioles,2018,C,Coastal Carolina
36,1075,Donovan Benoit, Rangers,2019,RHP,Santa Fe CC
36,1076,Cameron Repetti, Giants,2019,RHP,Cypress HS
36,1076,Kameron Guangorena, Blue Jays,2018,C,St. John Bosco HS
36,1077,Riley Egloff, Marlins,2018,RHP,Heritage HS
36,1077,Scotty Bradley, Blue Jays,2019,1B,Indiana
36,1078,Justin Wrobleski, Mariners,2018,LHP,Sequoyah HS
36,1078,Tucker Flint, Mets,2019,OF,Bishop Hendricken School
36,1079,Billy Corcoran, Rangers,2018,RHP,Malvern Prep School
36,1079,Will Frisch, Twins,2019,RHP,Stillwater Area HS
36,1080,K.V. Edwards, Rays,2018,SS,Cowley County CC
36,1080,Cam Beauchamp, Phillies,2019,LHP,Indiana
36,1081,Keaton Weisz, Angels,2019,SS,Coastal Carolina
36,1081,Hueston Morrill, Angels,2018,SS,Suwannee HS
36,1082,Elijah Pleasants, Royals,2018,RHP,Rossview HS
36,1082,Kyle Smith, D-backs,2019,C,New Hanover HS
36,1083,Sam Wibbels, Nationals,2019,RHP,Hastings HS
36,1083,Cole Kreuter, Cardinals,2018,3B,University of California - Irvine
36,1084,Zac Taylor, Twins,2018,OF,University of Illinois
36,1084,Jake Sweeney, Pirates,2019,LHP,Pensacola State College
36,1085,Kyle Skeels, Cardinals,2019,C,Coastal Carolina
36,1085,Brandon Williamson, Brewers,2018,LHP,North Iowa Area CC
36,1086,C.J. Mayhue, Mariners,2019,LHP,Crest HS
36,1086,Cayden Zimmerman, Rockies,2018,SS,Rock Canyon HS
36,1087,Jack Anderson, Yankees,2018,RHP,Jesuit HS
36,1087,Mitchell Jackson, Braves,2019,RHP,Marion HS
36,1088,Jacob Campbell, Cubs,2018,C,Craig HS
36,1088,Shay Smiddy, Rays,2019,RHP,Louisville
36,1089,Silas Ardoin, Rockies,2019,C,Sam Houston HS
36,1089,Joe Gillette, D-backs,2018,3B,Menlo College
36,1090,Ryan Ramsey, Guardians,2019,LHP,Pascack Hills HS
36,1090,Jake Dukart, Red Sox,2018,3B,Lake Oswego HS
36,1091,Matthew Kanfer, Dodgers,2019,OF,Pepperdine University
36,1091,Bo Blessie, Nationals,2018,RHP,Robert E. Lee HS
36,1092,Cole Ayers, Astros,2018,RHP,West Clermont HS
36,1092,Jayson Hoopes, Cubs,2019,RHP,St. Augustine Prep
36,1093,Jose Gutierrez, Guardians,2018,C,Arlington Lamar HS
36,1093,Keegan McCarville, Brewers,2019,RHP,Santa Clara University
36,1094,Jeremiah Vison, Dodgers,2018,OF,Golden West College
36,1094,Jake Walkinshaw, Athletics,2019,RHP,Southern New Hampshire
37,1095,Matthew Jarecki, Tigers,2018,OF,Benedictine College
36,1095,Montana Semmel, Yankees,2019,RHP,Westhill HS
37,1096,Ryan McDonald, Giants,2018,RHP,College of Southern Nevada
36,1096,Chandler Murphy, Astros,2019,RHP,Liberty HS
37,1097,Ryan Rijo, Phillies,2018,1B,New Mexico JC
36,1097,Caleb Hill, Red Sox,2019,LHP,U Montana
37,1098,Colby Thomas, Orioles,2019,OF,Valdosta HS
37,1098,Cannon King, White Sox,2018,2B,Beverly Hills HS
37,1099,Reggie Crawford, Royals,2019,LHP,North Schuylkill HS
37,1099,Robert Boselli, Reds,2018,C,St. John's
37,1100,Zac Fascia, Mets,2018,C,Indian Hills CC
37,1100,Garvin Alston, White Sox,2019,LHP,USC Aiken
37,1101,Ben Abram, Padres,2018,RHP,Georgetown District HS
37,1101,Tyler Causey, Marlins,2019,OF,Nation Ford HS
37,1102,Alex Camacho, Braves,2018,RHP,Vanguard University
37,1102,Kolton Ingram, Tigers,2019,LHP,Columbus State University
37,1103,Owen Cobb, Padres,2019,SS,Garfield HS
37,1103,A.J. Miller, Athletics,2018,OF,Casa Grande HS
37,1104,Caleb Van Blake, Reds,2019,3B,University of California - Davis
37,1104,Lavoisier Fisher, Pirates,2018,OF,North Gwinnett HS
37,1105,Thomas Farr, Rangers,2019,RHP,Northwest Florida State
37,1105,Andrew Ciolli, Orioles,2018,RHP,Mercyhurst College
37,1106,Parker Caracci, Blue Jays,2018,RHP,Ole Miss
37,1106,Cole Weiss, Giants,2019,3B,UNC Wilmington
37,1107,Andrew McInvale, Blue Jays,2019,RHP,Liberty University
37,1107,Robby Martin Jr., Marlins,2018,OF,Jefferson HS
37,1108,Parker Towns, Mariners,2018,RHP,Dallas Baptist
37,1108,Dilan Lawson, Mets,2019,RHP,Madison County HS
37,1109,Austin Becker, Rangers,2018,RHP,Big Walnut HS
37,1109,Adrian Colon-Rosado, Twins,2019,OF,Dr. Juan J. Osuna
37,1110,Johnny Rodriguez, Rays,2018,SS,Stoneman Douglas HS
37,1110,Brendan Bell, Phillies,2019,RHP,Central Florida
37,1111,David Clawson, Angels,2018,C,BYU
37,1111,Levi Usher, Angels,2019,OF,Kirkwood CC
37,1112,Mason Greer, D-backs,2019,3B,Colleyville Heritage HS
37,1112,David Hollie, Royals,2018,OF,Cross Creek HS
37,1113,Christian Caudle, Cardinals,2018,C,Texas A&M - Kingsville
37,1113,Trei Cruz, Nationals,2019,SS,Rice
37,1114,Luke Ritter, Twins,2018,2B,Wichita State
37,1114,C.J. Dandeneau, Pirates,2019,RHP,Connecticut
37,1115,Franklin Hernandez, Brewers,2018,RHP,Central Florida
37,1115,Chris Newell, Cardinals,2019,OF,Malvern Prep School
37,1116,Cole Barr, Mariners,2019,3B,Indiana
37,1116,Easton McMurray, Rockies,2018,LHP,Liberty HS
37,1117,Landon Marceaux, Yankees,2018,RHP,Destrehan HS
37,1117,Davis Schwab, Braves,2019,LHP,Missouri State
37,1118,Anthony Vilar, Cubs,2018,C,Westminster Christian School
37,1118,Addison Moss, Rays,2019,RHP,Rice
37,1119,Hayden Dunhurst, Rockies,2019,C,Pearl River HS
37,1119,Zack Plunkett, D-backs,2018,RHP,Arkansas
37,1120,Davis Wendzel, Red Sox,2018,SS,Baylor
37,1120,Jacob Forrester, Guardians,2019,RHP,Central Washington
37,1121,Tres Gonzalez, Dodgers,2019,OF,Mount Vernon Presbyterian School
37,1121,Cole Wilcox, Nationals,2018,RHP,Heritage HS
37,1122,Jaylon McLaughlin, Cubs,2019,OF,Nevada
37,1122,Antonio Cruz, Astros,2018,OF,Episcopal HS
37,1123,Abimael Gonzalez, Brewers,2019,OF,Leadership Christian Academy
37,1123,Tim Borden II, Guardians,2018,SS,Our Lady of Providence HS
37,1124,Chase Wheatcroft, Athletics,2019,RHP,California State University Stanislaus
37,1124,Jon Littell, Dodgers,2018,OF,Oklahoma State
38,1125,Cole Henry, Tigers,2018,RHP,Florence HS
37,1125,Bryce Jarvis, Yankees,2019,RHP,Duke
38,1126,Brett Hansen, Giants,2018,LHP,Foothill HS
37,1126,Max Dias, Astros,2019,OF,Porter HS
38,1127,Stephen Jones, Phillies,2018,RHP,Samford University
37,1127,Connor Prielipp, Red Sox,2019,LHP,Tomah High School
38,1128,Ben Pedersen, Orioles,2019,RHP,Marshall HS
38,1128,Matthew Klug, White Sox,2018,OF,Brookwood HS
38,1129,Adam Jacques, Reds,2018,2B,Interlake HS
38,1129,Augie Sylk, Royals,2019,LHP,USC
38,1130,Emmet Flood, White Sox,2019,RHP,Glendale CC
38,1130,Nick Zona, Mets,2018,2B,Hanover HS
38,1131,Tyresse Turner, Marlins,2019,SS,Gahr HS
38,1131,Michael Suarez, Padres,2018,1B,Miami Sunset HS
38,1132,Franco Aleman, Braves,2018,RHP,Alonso HS
38,1132,Dan Pruitt, Tigers,2019,1B,Western Oklahoma State
38,1133,Cole Roberts, Padres,2019,SS,Santa Fe Christian School
38,1133,Austin Piscotty, Athletics,2018,OF,St. Marys
38,1134,Brendt Citta, Pirates,2018,OF,Kansas
38,1134,Maxwell Romero Jr., Reds,2019,C,Pembroke Pines Charter HS
38,1135,Jamarcus Lang, Rangers,2019,RHP,Enterprise St JC
38,1135,Slade Cecconi, Orioles,2018,RHP,Trinity Prep School
38,1136,Francisco Ruiz, Blue Jays,2018,C,Carlos Beltran Baseball Academy
38,1136,Will Rigney, Giants,2019,RHP,Midway HS
38,1137,Ryan Sloniger, Blue Jays,2019,C,Penn State
38,1137,Bryce Miller, Marlins,2018,RHP,Blinn College
38,1138,Jack Montgomery, Mariners,2018,2B,Simsbury HS
38,1138,Casey Slattery, Mets,2019,1B,Glendale College
38,1139,Reggie Meyer, Rangers,2018,RHP,Minnesota
38,1139,Zack Mathis, Twins,2019,C,San Joaquin Delta College
38,1140,Josh Hendrickson, Phillies,2019,LHP,University of San Diego
38,1140,Garrett Wade, Rays,2018,LHP,Hartselle HS
38,1141,Chandler Champlain, Angels,2018,RHP,Santa Margarita HS
38,1141,Luke Boyd, Angels,2019,RHP,Baylor U
38,1142,Ryan Vanderhei, D-backs,2019,RHP,Estrella Foothills HS
38,1142,Trae Robertson, Royals,2018,LHP,Hickman HS
38,1143,Tyler LaRue, Nationals,2019,C,Blanco HS
38,1143,Jaden Hill, Cardinals,2018,RHP,Ashdown Sr HS
38,1144,Dylan Thomas, Twins,2018,RHP,Hawaii
38,1144,Christian Gordon, Pirates,2019,OF,Liberty Christian Academy
38,1145,Aidan Maldonado, Brewers,2018,RHP,Rosemount HS
38,1145,Kurtis Byrne, Cardinals,2019,C,Christian Brothers College HS
38,1146,Jackson Lancaster, Mariners,2019,OF,Itawamba JC
38,1146,Kumar Rocker, Rockies,2018,RHP,North Oconee HS
38,1147,Grant Mathews, Braves,2019,1B,Tulane
38,1147,Dan Metzdorf, Yankees,2018,LHP,Boston College
38,1148,Chase Hanson, Cubs,2018,OF,Edison HS
38,1148,Angelo Armenta, Rays,2019,SS,San Diego State
38,1149,Darius Perry, Rockies,2019,C,La Mirada HS
38,1149,David Garza, D-backs,2018,SS,Tennessee Tech
38,1150,Jake Eissler, Guardians,2019,RHP,TCU
38,1150,Art Joven, Red Sox,2018,LHP,College of the Sequoias
38,1151,Bobby Milacki, Nationals,2018,RHP,Arizona Christian University
38,1151,Tyler Ryan, Dodgers,2019,C,University of the Pacific
38,1152,Marc Davis, Cubs,2019,RHP,Florida SouthWestern State College
38,1152,Cole Stilwell, Astros,2018,C,Rockwall-Heath HS
38,1153,Zack Gelof, Guardians,2018,SS,Cape Henlopen HS
38,1153,Eli Nabholz, Brewers,2019,RHP,Millersville University
38,1154,David Leal, Athletics,2019,LHP,Louisiana Tech
38,1154,Connery Peters, Dodgers,2018,RHP,Joshua HS
39,1155,Cory Acton, Tigers,2018,2B,American Heritage School
38,1155,Dontae Mitchell, Yankees,2019,OF,Lakewood HS
39,1156,Trevor Horn, Giants,2018,RHP,UNLV
38,1156,J.C. Correa, Astros,2019,C,Lamar University
39,1157,Matheu Nelson, Phillies,2018,C,Calvary Christian HS
38,1157,Cameron Meeks, Red Sox,2019,RHP,Sam Houston HS
39,1158,Christian Fagnant, Orioles,2019,C,East Granby HS
39,1158,Mason Montgomery, White Sox,2018,LHP,Leander HS
39,1159,Jorge Corona, Royals,2019,C,Miami Killian HS
39,1159,Sam Knowlton, Reds,2018,RHP,Corner HS
39,1160,Kody Darcy, Mets,2018,3B,Kentridge HS
39,1160,Tom Archer, White Sox,2019,2B,Lynn University
39,1161,Seth Mayberry, Padres,2018,RHP,Dinwiddie County Sr HS
39,1161,Evan Justice, Marlins,2019,LHP,North Carolina State
39,1162,Cade Doughty, Tigers,2019,2B,Denham Springs HS
39,1162,Jack Perkins, Braves,2018,RHP,Kokomo HS
39,1163,Dylan Hoffman, Padres,2019,LHP,Waldorf Col
39,1163,Hudson Haskin, Athletics,2018,OF,Avon Old Farms School
39,1164,Cody Smith, Pirates,2018,RHP,Charleston Southern
39,1164,AJ Bumpass, Reds,2019,OF,Cincinnati
39,1165,Ted Stuka, Orioles,2018,RHP,UC San Diego
39,1165,Adrian Rodriguez, Rangers,2019,RHP,Florida Virtual School
39,1166,Cole Beverlin, Blue Jays,2018,RHP,Spruce Creek HS
39,1166,Chris Lanzilli, Giants,2019,OF,Wake Forest
39,1167,Andrew Turner, Marlins,2018,3B,Long Island University
39,1167,Octavio Corona, Blue Jays,2019,RHP,Otay Ranch HS
39,1168,Jacob Maton, Mariners,2018,RHP,Glenwood HS
39,1168,Nick Conti, Mets,2019,2B,Eckerd College
39,1169,Jake Hirabayashi, Twins,2019,3B,UCLA
39,1169,Shea Patterson, Rangers,2018,3B,Michigan
39,1170,CJ Willis, Rays,2018,3B,Ruston HS
39,1170,Austin Crowson, Phillies,2019,LHP,Western Oregon University
39,1171,Max Alba, Angels,2018,RHP,Franklin HS
39,1171,Spencer Brown, Angels,2019,SS,Northern Essex CC
39,1172,Adam Hackenberg, Royals,2018,C,Miller School of Albemarle
39,1172,Evan Vanek, D-backs,2019,RHP,Heritage HS
39,1173,Zack Gahagan, Cardinals,2018,SS,North Carolina
39,1173,Jake Bennett, Nationals,2019,LHP,Bixby HS
39,1174,Bryce Collins, Twins,2018,RHP,Hart HS
39,1174,Daniel Ross, Pirates,2019,RHP,Millersville University
39,1175,Caleb Marquez, Brewers,2018,C,Blue Springs HS
39,1175,T.J. McKenzie, Cardinals,2019,OF,The Benjamin School
39,1176,Isaiah Thomas, Rockies,2018,OF,The Benjamin School
39,1176,Jacob Hurtubise, Mariners,2019,OF,Army West Point
39,1177,Joshua Rolling, Braves,2019,SS,Bishop Manogue HS
39,1177,Brady Allen, Yankees,2018,OF,George Jenkins HS
39,1178,Andrew Gross, Rays,2019,RHP,University of Texas - Arlington
39,1178,Pierson Gibis, Cubs,2018,C,No School
39,1179,Brady Hill, Rockies,2019,RHP,Mt Spokane HS
39,1179,Tyler Acosta, D-backs,2018,OF,Barrington HS
39,1180,Shane Selman, Red Sox,2018,OF,McNeese State
39,1180,Jake Dixon, Guardians,2019,LHP,Sanger HS
39,1181,Andrew Nardi, Nationals,2018,LHP,Moorpark College
39,1181,Caden MacDonald, Dodgers,2019,LHP,Pantego Christian Academy
39,1182,Mason Auer, Cubs,2019,OF,Kickapoo HS
39,1182,Brandon Birdsell, Astros,2018,RHP,Willis HS
39,1183,Harrison Beethe, Brewers,2019,RHP,North Iowa Area CC
39,1183,Kaleb Hill, Guardians,2018,LHP,Watson Chapel HS
39,1184,Jordan Myrow, Dodgers,2018,OF,San Jacinto College North
39,1184,DJ Lee, Athletics,2019,OF,Richmond
40,1185,Kevynn Arias, Tigers,2018,C,Montreat College
39,1185,Jake Farrell, Yankees,2019,1B,Northeastern
40,1186,Abdiel Layer, Giants,2018,2B,Miami Dade CC South
39,1186,Brock Rudy, Astros,2019,C,Northgate HS
40,1187,Waylon Richardson, Phillies,2018,RHP,Kankakee CC
39,1187,Trey Faltine, Red Sox,2019,SS,Travis HS
40,1188,Kyle Salley, White Sox,2018,LHP,Homewood Flossmoor HS
40,1188,Bobby Zmarzlak, Orioles,2019,OF,Westhill HS
40,1189,David Estevez, Royals,2019,RHP,Pembroke Pines Charter HS
40,1189,Ryan Cusick, Reds,2018,RHP,Avon Old Farms School
40,1190,Nick Silva, White Sox,2019,RHP,University of Maine - Orono
40,1190,Brian Metoyer, Mets,2018,RHP,LSU Alexandria
40,1191,Kade Mechals, Marlins,2019,RHP,Grand Canyon University
40,1191,Michael Knorr, Padres,2018,RHP,Carlsbad HS
40,1192,Micky Mangan, Braves,2018,C,Pinecrest Academy
40,1192,Gianluca Dalatri, Tigers,2019,RHP,North Carolina
40,1193,Koty Fallon, Padres,2019,RHP,Western Oregon University
40,1193,Lyndon Weaver, Athletics,2018,2B,Redan HS
40,1194,Matt McCormick, Reds,2019,C,St Laurence HS
40,1194,Jake Mielock, Pirates,2018,RHP,Colorado Mesa University
40,1195,Tyler Myrick, Rangers,2019,RHP,Florida International
40,1195,Sam Grace, Orioles,2018,RHP,Francis Howell North HS
40,1196,Drew LaBounty, Blue Jays,2018,SS,University of South Alabama
40,1196,Jeff Heinrich, Giants,2019,3B,McHenry County Col
40,1197,Miguel Obeso, Blue Jays,2019,RHP,Cowley County CC
40,1197,Andrew Miller, Marlins,2018,LHP,Kentucky
40,1198,David Rhodes, Mariners,2018,RHP,Langley SS
40,1198,Camden Lovrich, Mets,2019,RHP,Trinity Presbyterian HS
40,1199,Logan Steenstra, Twins,2019,SS,Cowley County CC
40,1199,Cole Uvila, Rangers,2018,RHP,Georgia Gwinnett College
40,1200,David Luethje, Rays,2018,RHP,Vero Beach Senior HS
40,1200,Vito Friscia, Phillies,2019,C,Hofstra
40,1201,Sam Stoutenborough, Angels,2018,RHP,Palma HS
40,1201,Tyson Heaton, Angels,2019,RHP,Yucaipa HS
40,1202,Ky Bush, Royals,2018,LHP,Fremont HS
40,1202,Derek Diamond, D-backs,2019,RHP,Ramona HS
40,1203,Jaden Brown, Nationals,2019,SS,St Marcellinus SS
40,1203,Andrew Warner, Cardinals,2018,OF,Columbia College
40,1204,Elijah Dunham, Pirates,2019,OF,Indiana
40,1204,Tyler Webb, Twins,2018,OF,Memphis
40,1205,Wes Clarke, Brewers,2018,1B,Liberty Christian Academy
40,1205,Cash Rugely, Cardinals,2019,SS,Navarro College
40,1206,Perry McMichen, Mariners,2019,2B,Wyoming HS
